Directory,Id,Test Run ID,Test Case ID,Name,Status,Executed By,Executed End,Application,Module,Requirement,Requirement Name,Defect IDs
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73044,73044,53044,"Finance end-to-end scenario 044 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1006,Finance requirement 6,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73045,73045,53045,"Finance end-to-end scenario 045 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1006,Finance requirement 6,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73046,73046,53046,"Finance end-to-end scenario 046 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1006,Finance requirement 6,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73047,73047,53047,"Finance end-to-end scenario 047 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1006,Finance requirement 6,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73048,73048,53048,"Finance end-to-end scenario 048 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1006,Finance requirement 6,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73049,73049,53049,"Finance end-to-end scenario 049 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1006,Finance requirement 6,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73050,73050,53050,"Finance end-to-end scenario 050 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1007,Finance requirement 7,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73051,73051,53051,"Finance end-to-end scenario 051 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1007,Finance requirement 7,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73052,73052,53052,"Finance end-to-end scenario 052 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1007,Finance requirement 7,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73053,73053,53053,"Finance end-to-end scenario 053 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1007,Finance requirement 7,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73054,73054,53054,"Finance end-to-end scenario 054 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1007,Finance requirement 7,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73055,73055,53055,"Finance end-to-end scenario 055 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1007,Finance requirement 7,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73056,73056,53056,"Finance end-to-end scenario 056 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1007,Finance requirement 7,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73057,73057,53057,"Finance end-to-end scenario 057 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1008,Finance requirement 8,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73058,73058,53058,"Finance end-to-end scenario 058 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1008,Finance requirement 8,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73059,73059,53059,"Finance end-to-end scenario 059 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1008,Finance requirement 8,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73060,73060,53060,"Finance end-to-end scenario 060 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1008,Finance requirement 8,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73061,73061,53061,"Finance end-to-end scenario 061 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1008,Finance requirement 8,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73062,73062,53062,"Finance end-to-end scenario 062 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1008,Finance requirement 8,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73063,73063,53063,"Finance end-to-end scenario 063 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1008,Finance requirement 8,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73064,73064,53064,"Finance end-to-end scenario 064 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1009,Finance requirement 9,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73065,73065,53065,"Finance end-to-end scenario 065 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1009,Finance requirement 9,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73066,73066,53066,"Finance end-to-end scenario 066 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1009,Finance requirement 9,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73067,73067,53067,"Finance end-to-end scenario 067 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1009,Finance requirement 9,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73068,73068,53068,"Finance end-to-end scenario 068 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1009,Finance requirement 9,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73069,73069,53069,"Finance end-to-end scenario 069 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1009,Finance requirement 9,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73070,73070,53070,"Finance end-to-end scenario 070 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1009,Finance requirement 9,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73071,73071,53071,"Finance end-to-end scenario 071 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1010,Finance requirement 10,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73072,73072,53072,"Finance end-to-end scenario 072 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1010,Finance requirement 10,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73073,73073,53073,"Finance end-to-end scenario 073 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1010,Finance requirement 10,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73074,73074,53074,"Finance end-to-end scenario 074 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1010,Finance requirement 10,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73075,73075,53075,"Finance end-to-end scenario 075 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1010,Finance requirement 10,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73076,73076,53076,"Finance end-to-end scenario 076 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1010,Finance requirement 10,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73077,73077,53077,"Finance end-to-end scenario 077 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1010,Finance requirement 10,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73078,73078,53078,"Finance end-to-end scenario 078 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1011,Finance requirement 11,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73079,73079,53079,"Finance end-to-end scenario 079 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1011,Finance requirement 11,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73080,73080,53080,"Finance end-to-end scenario 080 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1011,Finance requirement 11,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73081,73081,53081,"Finance end-to-end scenario 081 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1011,Finance requirement 11,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73082,73082,53082,"Finance end-to-end scenario 082 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1011,Finance requirement 11,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73083,73083,53083,"Finance end-to-end scenario 083 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1011,Finance requirement 11,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73084,73084,53084,"Finance end-to-end scenario 084 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1011,Finance requirement 11,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73085,73085,53085,"Finance end-to-end scenario 085 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1012,Finance requirement 12,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73086,73086,53086,"Finance end-to-end scenario 086 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1012,Finance requirement 12,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73087,73087,53087,"Finance end-to-end scenario 087 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1012,Finance requirement 12,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73088,73088,53088,"Finance end-to-end scenario 088 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1012,Finance requirement 12,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73089,73089,53089,"Finance end-to-end scenario 089 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1012,Finance requirement 12,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73090,73090,53090,"Finance end-to-end scenario 090 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1012,Finance requirement 12,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73091,73091,53091,"Finance end-to-end scenario 091 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1012,Finance requirement 12,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73092,73092,53092,"Finance end-to-end scenario 092 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1013,Finance requirement 13,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73093,73093,53093,"Finance end-to-end scenario 093 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1013,Finance requirement 13,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73094,73094,53094,"Finance end-to-end scenario 094 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1013,Finance requirement 13,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73095,73095,53095,"Finance end-to-end scenario 095 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1013,Finance requirement 13,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73096,73096,53096,"Finance end-to-end scenario 096 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1013,Finance requirement 13,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73097,73097,53097,"Finance end-to-end scenario 097 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1013,Finance requirement 13,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73098,73098,53098,"Finance end-to-end scenario 098 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1013,Finance requirement 13,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73099,73099,53099,"Finance end-to-end scenario 099 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1014,Finance requirement 14,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73100,73100,53100,"Finance end-to-end scenario 100 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1014,Finance requirement 14,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73101,73101,53101,"Finance end-to-end scenario 101 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1014,Finance requirement 14,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73102,73102,53102,"Finance end-to-end scenario 102 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1014,Finance requirement 14,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73103,73103,53103,"Finance end-to-end scenario 103 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1014,Finance requirement 14,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73104,73104,53104,"Finance end-to-end scenario 104 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1014,Finance requirement 14,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73105,73105,53105,"Finance end-to-end scenario 105 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1014,Finance requirement 14,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73106,73106,53106,"Finance end-to-end scenario 106 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1015,Finance requirement 15,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73107,73107,53107,"Finance end-to-end scenario 107 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1015,Finance requirement 15,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73108,73108,53108,"Finance end-to-end scenario 108 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1015,Finance requirement 15,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73109,73109,53109,"Finance end-to-end scenario 109 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1015,Finance requirement 15,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73110,73110,53110,"Finance end-to-end scenario 110 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1015,Finance requirement 15,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73111,73111,53111,"Finance end-to-end scenario 111 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1015,Finance requirement 15,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73112,73112,53112,"Finance end-to-end scenario 112 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1015,Finance requirement 15,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73113,73113,53113,"Finance end-to-end scenario 113 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1016,Finance requirement 16,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73114,73114,53114,"Finance end-to-end scenario 114 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1016,Finance requirement 16,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73115,73115,53115,"Finance end-to-end scenario 115 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1016,Finance requirement 16,
